Year,Plot,Layer ,Pignatti_1982,Bartolucci et al_2024,spp_presence_cover 
2003,44,C,Daphne laureola L.,Daphne laureola L.,p
2003,44,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,p
2003,44,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,p
2003,44,C,Geum urbanum L.,Geum urbanum L.,p
2003,44,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,p
2003,44,C,Helleborus bocconei Ten. subsp. bocconei,Helleborus viridis L. subsp. bocconei (Ten.) Peruzzi,p
2003,44,C,Ilex aquifolium L.,Ilex aquifolium L.,p
2003,44,C,Lamium maculatum L.,Lamium maculatum L.,p
2003,44,C,Melica uniflora Retz.,Melica uniflora Retz.,p
2003,44,C,Rosa canina L.,Rosa canina L.,p
2003,44,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,p
2003,44,C,Rubus canescens DC.,Rubus canescens DC.,p
2003,44,C,Sesleria nitida Ten.,Sesleria nitida Ten.,p
2003,44,C,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,p
2003,44,C,Viola alba Besser subsp. dehnhardtii (Ten.) W. Becker,Viola alba Besser subsp. dehnhardtii (Ten.) W.Becker,p
2003,44,C,Viola reichenbachiana Jord. ex Boreau,Viola reichenbachiana Jord. ex Boreau,p
2015,44,A,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,5
2015,44,B,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,1
2015,44,B,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,1
2015,44,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,+
2015,44,C,Brachypodium sylvaticum (Huds.) Beauv.,Brachypodium sylvaticum (Huds.) P.Beauv. subsp. sylvaticum,+
2015,44,C,Campanula trachelium L.,Campanula trachelium L. subsp. trachelium,1
2015,44,C,Cephalanthera damasonium (Mill.) Druce,Cephalanthera damasonium (Mill.) Druce,+
2015,44,C,Chaerophyllum temulum L.,Chaerophyllum temulum L.,+
2015,44,C,Clematis vitalba L.,Clematis vitalba L.,+
2015,44,C,Daphne laureola L.,Daphne laureola L.,+
2015,44,C,Digitalis micrantha Roth,Digitalis micrantha Roth ex Schweigg.,+
2015,44,C,Fragaria vesca L.,Fragaria vesca L. subsp. vesca,+
2015,44,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,1
2015,44,C,Geranium robertianum L.,Geranium robertianum L.,+
2015,44,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,+
2015,44,C,Helleborus bocconei Ten. subsp. bocconei,Helleborus viridis L. subsp. bocconei (Ten.) Peruzzi,+
2015,44,C,Hesperis laciniata All.,Hesperis laciniata All. subsp. laciniata,+
2015,44,C,Hypericum montanum,Hypericum montanum L.,+
2015,44,C,Hypericum perforatum L. subsp. angustifolium (DC.) Gaudin,Hypericum perforatum L. subsp. veronense (Schrank) Ces.,+
2015,44,C,Lamium maculatum L.,Lamium maculatum L.,+
2015,44,C,Melica uniflora Retz.,Melica uniflora Retz.,+
2015,44,C,Mercurialis perennis L.,Mercurialis perennis L.,+
2015,44,C,Mycelis muralis (L.) Dumort.,Mycelis muralis (L.) Dumort. subsp. muralis,1
2015,44,C,Ranunculus lanuginosus L.,Ranunculus lanuginosus L.,+
2015,44,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,1
2015,44,C,Ruscus hypoglossum L.,Ruscus hypoglossum L.,+
2015,44,C,Sanicula europaea L.,Sanicula europaea L.,+
2015,44,C,Saxifraga rotundifolia L.,Saxifraga rotundifolia L. subsp. rotundifolia,+
2015,44,C,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,+
2015,44,C,Tamus communis L.,Dioscorea communis (L.) Caddick & Wilkin,+
2015,44,C,Viola alba Besser subsp. dehnhardtii (Ten.) W. Becker,Viola alba Besser subsp. dehnhardtii (Ten.) W.Becker,1
2015,44,C,Viola reichenbachiana Jord. ex Boreau,Viola reichenbachiana Jord. ex Boreau,+
2020,44,A,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,4
2020,44,A,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2020,44,A,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,2
2020,44,B,Daphne laureola L.,Daphne laureola L.,+
2020,44,B,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,1
2020,44,B,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,+
2020,44,B,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,+
2020,44,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,1
2020,44,C,Arabis turrita L.,Pseudoturritis turrita (L.) Al-Shehbaz,+
2020,44,C,Arctium nemorosum Lej. et Court.,Arctium nemorosum Lej.,+
2020,44,C,Brachypodium sylvaticum (Huds.) Beauv.,Brachypodium sylvaticum (Huds.) P.Beauv. subsp. sylvaticum,+
2020,44,C,Campanula trachelium L.,Campanula trachelium L. subsp. trachelium,+
2020,44,C,Cardamine hirsuta L.,Cardamine hirsuta L.,+
2020,44,C,Cephalanthera damasonium (Mill.) Druce,Cephalanthera damasonium (Mill.) Druce,+
2020,44,C,Chaerophyllum temulum L.,Chaerophyllum temulum L.,+
2020,44,C,Daphne laureola L.,Daphne laureola L.,1
2020,44,C,Digitalis micrantha Roth,Digitalis micrantha Roth ex Schweigg.,1
2020,44,C,Epilobium montanum L.,Epilobium montanum L.,+
2020,44,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,+
2020,44,C,Festuca heterophylla Lam.,Festuca heterophylla Lam.,+
2020,44,C,Fragaria vesca L.,Fragaria vesca L. subsp. vesca,2
2020,44,C,Fraxinus ornus L.,Fraxinus ornus L. subsp. ornus,+
2020,44,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,+
2020,44,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2020,44,C,Helleborus bocconei Ten. subsp. bocconei,Helleborus viridis L. subsp. bocconei (Ten.) Peruzzi,+
2020,44,C,Hypericum montanum,Hypericum montanum L.,+
2020,44,C,Ilex aquifolium L.,Ilex aquifolium L.,+
2020,44,C,Lamium maculatum L.,Lamium maculatum L.,+
2020,44,C,Luzula forsteri (Sm.) DC.,Luzula forsteri (Sm.) DC.,+
2020,44,C,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,+
2020,44,C,Mercurialis perennis L.,Mercurialis perennis L.,+
2020,44,C,Milium vernale Bieb.,Milium vernale M.Bieb.,+
2020,44,C,Mycelis muralis (L.) Dumort.,Mycelis muralis (L.) Dumort. subsp. muralis,+
2020,44,C,Primula veris L. subsp. columnae (Ten.) Ludi,Primula veris L. subsp. columnae (Ten.) Maire & Petitm.,+
2020,44,C,Rosa canina L.,Rosa canina L.,+
2020,44,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,+
2020,44,C,Sanicula europaea L.,Sanicula europaea L.,2
2020,44,C,Saxifraga rotundifolia L.,Saxifraga rotundifolia L. subsp. rotundifolia,+
2020,44,C,Silene italica (L.) Pers. subsp. italica,Silene italica (L.) Pers. subsp. italica,+
2020,44,C,Stellaria media (L.) Vill. subsp. media,Stellaria media (L.) Vill.,+
2020,44,C,Trifolium pratense L. subsp. pratense,Trifolium pratense L. subsp. pratense,+
2020,44,C,Vicia tenuifolia Roth,Vicia tenuifolia Roth subsp. tenuifolia,+
2020,44,C,Viola alba Besser subsp. dehnhardtii (Ten.) W. Becker,Viola alba Besser subsp. dehnhardtii (Ten.) W.Becker,+
2020,44,C,Viola reichenbachiana Jord. ex Boreau,Viola reichenbachiana Jord. ex Boreau,+
2024,44,A,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,4
2024,44,A,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2024,44,A,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,1
2024,44,B,Daphne laureola L.,Daphne laureola L.,+
2024,44,B,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,1
2024,44,B,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,+
2024,44,B,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,+
2024,44,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,2
2024,44,C,Arctium nemorosum Lej. et Court.,Arctium nemorosum Lej.,+
2024,44,C,Brachypodium sylvaticum (Huds.) Beauv.,Brachypodium sylvaticum (Huds.) P.Beauv. subsp. sylvaticum,+
2024,44,C,Campanula trachelium L.,Campanula trachelium L. subsp. trachelium,+
2024,44,C,Cardamine bulbifera (L.) Crantz,Cardamine bulbifera (L.) Crantz,+
2024,44,C,Cephalanthera damasonium (Mill.) Druce,Cephalanthera damasonium (Mill.) Druce,+
2024,44,C,Chaerophyllum temulum L.,Chaerophyllum temulum L.,+
2024,44,C,Daphne laureola L.,Daphne laureola L.,1
2024,44,C,Digitalis micrantha Roth,Digitalis micrantha Roth ex Schweigg.,1
2024,44,C,Epipactis helleborine (L.) Crantz,Epipactis helleborine (L.) Crantz,+
2024,44,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,+
2024,44,C,Festuca heterophylla Lam.,Festuca heterophylla Lam.,+
2024,44,C,Fragaria vesca L.,Fragaria vesca L. subsp. vesca,1
2024,44,C,Fraxinus ornus L.,Fraxinus ornus L. subsp. ornus,+
2024,44,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,+
2024,44,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2024,44,C,Helleborus bocconei Ten. subsp. bocconei,Helleborus viridis L. subsp. bocconei (Ten.) Peruzzi,+
2024,44,C,Hypericum montanum,Hypericum montanum L.,+
2024,44,C,Ilex aquifolium L.,Ilex aquifolium L.,+
2024,44,C,Lamium maculatum L.,Lamium maculatum L.,+
2024,44,C,Lapsana communis L.,Lapsana communis L.,+
2024,44,C,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,+
2024,44,C,Mercurialis perennis L.,Mercurialis perennis L.,2
2024,44,C,Milium vernale Bieb.,Milium vernale M.Bieb.,+
2024,44,C,Mycelis muralis (L.) Dumort.,Mycelis muralis (L.) Dumort. subsp. muralis,1
2024,44,C,Neottia nidus-avis (L.) L.C.Rich.,Neottia nidus-avis (L.) Rich.,+
2024,44,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,+
2024,44,C,Sanicula europaea L.,Sanicula europaea L.,1
2024,44,C,Saxifraga rotundifolia L.,Saxifraga rotundifolia L. subsp. rotundifolia,1
2024,44,C,Stellaria media (L.) Vill. subsp. media,Stellaria media (L.) Vill.,+
2024,44,C,Vicia tenuifolia Roth,Vicia tenuifolia Roth subsp. tenuifolia,+
2024,44,C,Viola reichenbachiana Jord. ex Boreau,Viola reichenbachiana Jord. ex Boreau,+
2002,49,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,p
2002,49,C,Cephalanthera damasonium (Mill.) Druce,Cephalanthera damasonium (Mill.) Druce,p
2002,49,C,Daphne laureola L.,Daphne laureola L.,p
2002,49,C,Euonymus latifolius (L.) Mill.,Euonymus latifolius (L.) Mill. subsp. latifolius,p
2002,49,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,p
2002,49,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,p
2002,49,C,Hepatica nobilis Mill.,Hepatica nobilis Schreb.,p
2002,49,C,Lilium martagon L.,Lilium martagon L.,p
2002,49,C,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,p
2002,49,C,Melica uniflora Retz.,Melica uniflora Retz.,p
2002,49,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,p
2002,49,C,Saxifraga rotundifolia L.,Saxifraga rotundifolia L. subsp. rotundifolia,p
2002,49,C,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,p
2002,49,C,Sorbus aucuparia L. subsp. aucuparia,Sorbus aucuparia L. subsp. aucuparia,p
2003,49,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,p
2003,49,C,Ilex aquifolium L.,Ilex aquifolium L.,p
2003,49,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,p
2003,49,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,p
2003,49,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,p
2003,49,C,Daphne laureola L.,Daphne laureola L.,p
2003,49,C,Mercurialis perennis L.,Mercurialis perennis L.,p
2003,49,C,Acer platanoides L.,Acer platanoides L.,p
2015,49,A,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,1
2015,49,A,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,5
2015,49,B,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,1
2015,49,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,+
2015,49,C,Acer platanoides L.,Acer platanoides L.,1
2015,49,C,Acer pseudoplatanus L.,Acer pseudoplatanus L.,+
2015,49,C,Cardamine bulbifera (L.) Crantz,Cardamine bulbifera (L.) Crantz,+
2015,49,C,Cephalanthera damasonium (Mill.) Druce,Cephalanthera damasonium (Mill.) Druce,+
2015,49,C,Cephalanthera longifolia (Huds.) Fritsch,Cephalanthera longifolia (L.) Fritsch,+
2015,49,C,Daphne laureola L.,Daphne laureola L.,+
2015,49,C,Epipactis helleborine (L.) Crantz,Epipactis helleborine (L.) Crantz,+
2015,49,C,Euonymus latifolius (L.) Mill.,Euonymus latifolius (L.) Mill. subsp. latifolius,+
2015,49,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,+
2015,49,C,Fraxinus ornus L.,Fraxinus ornus L. subsp. ornus,+
2015,49,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,+
2015,49,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2015,49,C,Hepatica nobilis Mill.,Hepatica nobilis Schreb.,+
2015,49,C,Laburnum anagyroides Medicus,Laburnum anagyroides Medik. subsp. anagyroides,+
2015,49,C,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,+
2015,49,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,+
2015,49,C,Viola reichenbachiana Jord. ex Boreau,Viola reichenbachiana Jord. ex Boreau,+
2020,49,A,Acer pseudoplatanus L.,Acer pseudoplatanus L.,2
2020,49,A,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,5
2020,49,A,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2020,49,B,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,2
2020,49,B,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,+
2020,49,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,+
2020,49,C,Acer platanoides L.,Acer platanoides L.,1
2020,49,C,Campanula trachelium L.,Campanula trachelium L. subsp. trachelium,+
2020,49,C,Cardamine bulbifera (L.) Crantz,Cardamine bulbifera (L.) Crantz,+
2020,49,C,Epipactis helleborine (L.) Crantz,Epipactis helleborine (L.) Crantz,+
2020,49,C,Euonymus latifolius (L.) Mill.,Euonymus latifolius (L.) Mill. subsp. latifolius,1
2020,49,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,+
2020,49,C,Fraxinus ornus L.,Fraxinus ornus L. subsp. ornus,+
2020,49,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,+
2020,49,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2020,49,C,Hepatica nobilis Mill.,Hepatica nobilis Schreb.,+
2020,49,C,Melica uniflora Retz.,Melica uniflora Retz.,+
2020,49,C,Primula vulgaris Huds.,Primula vulgaris Huds.,+
2020,49,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,+
2020,49,C,Sanicula europaea L.,Sanicula europaea L.,+
2020,49,C,Viola reichenbachiana Jord. ex Boreau,Viola reichenbachiana Jord. ex Boreau,+
2024,49,A,Acer pseudoplatanus L.,Acer pseudoplatanus L.,2
2024,49,A,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,5
2024,49,A,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,+
2024,49,B,Acer pseudoplatanus L.,Acer pseudoplatanus L.,+
2024,49,B,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,2
2024,49,B,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,+
2024,49,C,Acer platanoides L.,Acer platanoides L.,1
2024,49,C,Cardamine bulbifera (L.) Crantz,Cardamine bulbifera (L.) Crantz,+
2024,49,C,Cephalanthera rubra (L.) L.C. Rich.,Cephalanthera rubra (L.) Rich.,+
2024,49,C,Daphne laureola L.,Daphne laureola L.,+
2024,49,C,Euonymus latifolius (L.) Mill.,Euonymus latifolius (L.) Mill. subsp. latifolius,+
2024,49,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,+
2024,49,C,Fraxinus ornus L.,Fraxinus ornus L. subsp. ornus,+
2024,49,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,+
2024,49,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2024,49,C,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,+
2024,49,C,Viola reichenbachiana Jord. ex Boreau,Viola reichenbachiana Jord. ex Boreau,+
2002,50,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,p
2002,50,C,Cardamine bulbifera (L.) Crantz,Cardamine bulbifera (L.) Crantz,p
2002,50,C,Euonymus latifolius (L.) Mill.,Euonymus latifolius (L.) Mill. subsp. latifolius,p
2002,50,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,p
2002,50,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,p
2002,50,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,p
2002,50,C,Hepatica nobilis Mill.,Hepatica nobilis Schreb.,p
2002,50,C,Ilex aquifolium L.,Ilex aquifolium L.,p
2002,50,C,Lilium martagon L.,Lilium martagon L.,p
2002,50,C,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,p
2002,50,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,p
2003,50,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,p
2003,50,C,Brachypodium rupestre (Host) Roem. & Schult. subsp. rupestre,Brachypodium rupestre (Host) Roem. & Schult.,p
2003,50,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,p
2003,50,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,p
2003,50,C,Polystichum setiferum (Forsskal) Woynar,Polystichum setiferum (Forssk.) T.Moore ex Woyn.,p
2003,50,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,p
2015,50,A,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,1
2015,50,A,Acer pseudoplatanus L.,Acer pseudoplatanus L.,1
2015,50,A,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,4
2015,50,B,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,+
2015,50,B,Acer pseudoplatanus L.,Acer pseudoplatanus L.,+
2015,50,B,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,1
2015,50,C,Acer platanoides L.,Acer platanoides L.,+
2015,50,C,Brachypodium sylvaticum (Huds.) Beauv.,Brachypodium sylvaticum (Huds.) P.Beauv. subsp. sylvaticum,+
2015,50,C,Cardamine bulbifera (L.) Crantz,Cardamine bulbifera (L.) Crantz,+
2015,50,C,Carex digitata L.,Carex digitata L.,+
2015,50,C,Cephalanthera rubra (L.) L.C. Rich.,Cephalanthera rubra (L.) Rich.,+
2015,50,C,Daphne laureola L.,Daphne laureola L.,+
2015,50,C,Euonymus latifolius (L.) Mill.,Euonymus latifolius (L.) Mill. subsp. latifolius,+
2015,50,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,+
2015,50,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2015,50,C,Hepatica nobilis Mill.,Hepatica nobilis Schreb.,+
2015,50,C,Lilium martagon L.,Lilium martagon L.,+
2020,50,A,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,2
2020,50,A,Acer pseudoplatanus L.,Acer pseudoplatanus L.,2
2020,50,A,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,5
2020,50,B,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,+
2020,50,B,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,2
2020,50,C,Acer platanoides L.,Acer platanoides L.,+
2020,50,C,Acer pseudoplatanus L.,Acer pseudoplatanus L.,+
2020,50,C,Brachypodium sylvaticum (Huds.) Beauv.,Brachypodium sylvaticum (Huds.) P.Beauv. subsp. sylvaticum,+
2020,50,C,Cardamine bulbifera (L.) Crantz,Cardamine bulbifera (L.) Crantz,+
2020,50,C,Carex digitata L.,Carex digitata L.,+
2020,50,C,Cephalanthera rubra (L.) L.C. Rich.,Cephalanthera rubra (L.) Rich.,+
2020,50,C,Daphne laureola L.,Daphne laureola L.,+
2020,50,C,Euonymus latifolius (L.) Mill.,Euonymus latifolius (L.) Mill. subsp. latifolius,+
2020,50,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,+
2020,50,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,+
2020,50,C,Geranium robertianum L.,Geranium robertianum L.,+
2020,50,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2020,50,C,Lilium martagon L.,Lilium martagon L.,+
2020,50,C,Neottia nidus-avis (L.) L.C.Rich.,Neottia nidus-avis (L.) Rich.,+
2020,50,C,Saxifraga rotundifolia L.,Saxifraga rotundifolia L. subsp. rotundifolia,+
2024,50,A,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,2
2024,50,A,Acer pseudoplatanus L.,Acer pseudoplatanus L.,2
2024,50,A,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,5
2024,50,A,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2024,50,A,Taxus baccata L.,Taxus baccata L.,+
2024,50,B,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,1
2024,50,B,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,+
2024,50,B,Ilex aquifolium L.,Ilex aquifolium L.,+
2024,50,C,Acer platanoides L.,Acer platanoides L.,+
2024,50,C,Cardamine bulbifera (L.) Crantz,Cardamine bulbifera (L.) Crantz,+
2024,50,C,Cephalanthera rubra (L.) L.C. Rich.,Cephalanthera rubra (L.) Rich.,+
2024,50,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,+
2024,50,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,+
2024,50,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2024,50,C,Hepatica nobilis Mill.,Hepatica nobilis Schreb.,+
2024,50,C,Ilex aquifolium L.,Ilex aquifolium L.,+
2024,50,C,Lilium martagon L.,Lilium martagon L.,+
2024,50,C,Viola reichenbachiana Jord. ex Boreau,Viola reichenbachiana Jord. ex Boreau,+
2002,51,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,p
2002,51,C,Acer pseudoplatanus L.,Acer pseudoplatanus L.,p
2002,51,C,Daphne laureola L.,Daphne laureola L.,p
2002,51,C,Epipactis helleborine (L.) Crantz,Epipactis helleborine (L.) Crantz,p
2002,51,C,Euonymus latifolius (L.) Mill.,Euonymus latifolius (L.) Mill. subsp. latifolius,p
2002,51,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,p
2002,51,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,p
2002,51,C,Hepatica nobilis Mill.,Hepatica nobilis Schreb.,p
2002,51,C,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,p
2002,51,C,Melica uniflora Retz.,Melica uniflora Retz.,p
2002,51,C,Mycelis muralis (L.) Dumort.,Mycelis muralis (L.) Dumort. subsp. muralis,p
2002,51,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,p
2002,51,C,Sanicula europaea L.,Sanicula europaea L.,p
2002,51,C,Viola reichenbachiana Jord. ex Boreau,Viola reichenbachiana Jord. ex Boreau,p
2003,51,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,p
2003,51,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,p
2003,51,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,p
2003,51,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,p
2015,51,A,Acer pseudoplatanus L.,Acer pseudoplatanus L.,2
2015,51,A,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,4
2015,51,B,Euonymus latifolius (L.) Mill.,Euonymus latifolius (L.) Mill. subsp. latifolius,1
2015,51,B,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,+
2015,51,B,Ilex aquifolium L.,Ilex aquifolium L.,1
2015,51,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,+
2015,51,C,Acer platanoides L.,Acer platanoides L.,1
2015,51,C,Brachypodium sylvaticum (Huds.) Beauv.,Brachypodium sylvaticum (Huds.) P.Beauv. subsp. sylvaticum,+
2015,51,C,Cephalanthera damasonium (Mill.) Druce,Cephalanthera damasonium (Mill.) Druce,+
2015,51,C,Cephalanthera rubra (L.) L.C. Rich.,Cephalanthera rubra (L.) Rich.,+
2015,51,C,Daphne laureola L.,Daphne laureola L.,+
2015,51,C,Epipactis helleborine (L.) Crantz,Epipactis helleborine (L.) Crantz,+
2015,51,C,Festuca heterophylla Lam.,Festuca heterophylla Lam.,+
2015,51,C,Fraxinus ornus L.,Fraxinus ornus L. subsp. ornus,+
2015,51,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,+
2015,51,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,1
2015,51,C,Hepatica nobilis Mill.,Hepatica nobilis Schreb.,+
2015,51,C,Lathyrus venetus (Mill.) Wohlf.,Lathyrus venetus (Mill.) Wohlf.,+
2015,51,C,Luzula forsteri (Sm.) DC.,Luzula forsteri (Sm.) DC.,+
2015,51,C,Melica uniflora Retz.,Melica uniflora Retz.,+
